id	hotel	review_type	review	tokens
p775	boutique	positif	cadre et concept charmant	cadre concept charmant
n775	boutique	negatif	rien	
p776	boutique	positif	petit déjeuner , emplacement	emplacement petit-dejeuner
p777	boutique	positif	décoration des parties communes très soignée  emplacement idéal et calme  réception au top très bon petit déjeuner	soigner partie_commune top decoration reception ideal petit-dejeuner emplacement calme
p778	boutique	positif	très bon accueil, emplacement central, petit dej excellent	excellent central accueil emplacement petit-dejeuner
p779	boutique	positif	l’emplacement est idéal pour visiter la ville à pied ! le personnel est accueillant et efficace. les chambres sont confortables mais auraient besoin d’un rafraîchissement. le petit déjeuner et varié et bon .	emplacement pied varier personnel efficace ville confortable besoin rafraichissement chambre ideal petit-dejeuner visiter accueillant
p780	boutique	positif	l’emplacement, les espaces communs, le petit-déjeuner copieux et de qualité.	emplacement espace copieux qualite commun petit-dejeuner
n780	boutique	negatif	la chambre était petite et peu confortable. la salle de bain mériterait un rafraîchissement.	petit confortable meriter rafraichissement chambre salle_de_bain
n781	boutique	negatif	La moquette de la chambre qu à une petite odeur	chambre odeur moquetter petit
p782	boutique	positif	Merci pour ce très bon séjour, personnel très gentil et agréable, merci à la réceptionniste, au night et à la personne du petit déjeuner, tous les 3 très gentils et professionnels !  Chambre propre et cosy ! Côte cour intérieur donc très calme. Petit déjeuner délicieux ! Merci !!	professionnel receptionniste agreable calme personnel cosy gentil night interieur NUM cote sejour propre chambre cour delicieux petit-dejeuner
n782	boutique	negatif	Le seul petit bémol, l'insonorisation avec le couloir oû le matin nous entendons un peu les autres portes claquer. Mais nous oublions vite ce petit défaut car tout le reste est parfait 😁	claquer vite petit porte couloir matin parfait entendre oublier ou bemol defaut insonorisation
p783	boutique	positif	Sommes des habitués de la Rochelle , 3ème venue au boutique qui est parfaitement situé et très bien sûr tous les points ,avec ,une nouvelle décoration superbe et très actuelle	saint sur habituer venue nicolas situer point decoration rochelle superbe parfaitement NUMeme nouveau actuel
n783	boutique	negatif	Nothing...nada...rien...	nothing nada
p784	boutique	positif	Petit déjeuner varié	varier petit-dejeuner
p785	boutique	positif	Très bel hôtel, belles prestations, très bon accueil, situation idéale.	hotel bel situation ideal accueil prestation
p786	boutique	positif	l’accueil chaleureux du personnel, l’emplacement, le cadre et le décor de la chambre me laissent un très agréable souvenir	cadre agreable chaleureux decor personnel souvenir chambre accueil emplacement
p787	boutique	positif	Le très bon accueil à la réception  La qualité de la literie  Petit déjeuner varié dans un décor agréable	varier agreable decor reception qualite literie accueil petit-dejeuner
n787	boutique	negatif	rien	
p788	boutique	positif	Très copieux, de qualité	copieux qualite
p789	boutique	positif	Ces un établissement où nous avons l'habitude d'aller. Ces toujours aussi bien.	etablissement habitude
n789	boutique	negatif	Dans les nouvelles aménagements des chambres. Une penderie trop basse.est un accroche serviette plus près de la douche.	amenagement nouveau serviette accroche basse chambre douche penderie
p790	boutique	positif	Emplacement, chambre, petit déjeuner, accueil du personnel, parking privé vraiment top	personnel parking top vraiment prive chambre accueil emplacement petit-dejeuner
p791	boutique	positif	le calme la proximité du centre ville et le parking privé	proximite centre-ville prive parking calme
p792	boutique	positif	Tout	
p793	boutique	positif	Très bonne localisation. Personnel agréable.	agreable localisation personnel
p794	boutique	positif	l’hôtel est idéalement situé à deux pas du port. la décoration est juste magnifique . les chambres sont spacieuse et bien agencées.	magnifique idealement hotel agencer situer decoration spacieux port chambre a_deux_pas
n794	boutique	negatif	les places de parking sont un peu étroites.	place etroit parking
p795	boutique	positif	C'est un hôtel situé dans un quartier très sympa du centre ville, avec une ambiance cosmopolite et un accueil excellent. Nous y revenons à chaque fois que nous venons à La Rochelle, cette année nous avons eu la surprise de découvrir une chambre complètement réaménagée avec un design moderne élégant, A signaler : le petit déjeuner varié avec des produits locaux et le parking voitures.	varier hotel decouvrir centre-ville surprise sympa revenir cosmopolite situer rochelle quartier produit local signaler petit-dejeuner completement reamenager excellent accueil ambiance voiture venir moderne design elegant annee chambre parking
n795	boutique	negatif	Tout a été parfait	parfait
p796	boutique	positif	Chambre et petit déjeuner	chambre petit-dejeuner
n796	boutique	negatif	no coment	coment no
p797	boutique	positif	La tranquilité, le petit déjeuner, la location, la chambre	location tranquilite chambre petit-dejeuner
n797	boutique	negatif	Le Wi-Fi ne marchait pas très bien	marcher wifi
p798	boutique	positif	Très bel emplacement, pratique et au calme pour un centre ville.	bel pratique centre-ville emplacement calme
p799	boutique	positif	La situation en plein centre mais au calme. Le petit déjeuner	calme petit-dejeuner centre situation
p800	boutique	positif	Petit déjeuner très complet sucré, salé	complet sucrer sale petit-dejeuner
p801	boutique	positif	les chambres spacieuses et literie confortable	chambre spacieux confortable literie
n801	boutique	negatif	rien	
n802	boutique	negatif	J ai aimé l ambiance de l hôtel et la qualité de son accueil. Un bel emplacement.	hotel ambiance bel qualite aime accueil emplacement
p803	boutique	positif	Personnel et emplacement	emplacement personnel
n803	boutique	negatif	Parking complet	complet parking
p804	boutique	positif	sa décoration	decoration
p805	boutique	positif	Que se soit la qualité des services ou l'emplacement de l'hôtel tout était parfait. Chambre très calme avec petit balcon super sympa ainsi qu'un très bon personnel.	super hotel petit personnel parfait sympa service qualite balcon chambre emplacement calme
p806	boutique	positif	Tout était parfait !	parfait
n806	boutique	negatif	RAS	rien_a_signaler
p807	boutique	positif	Incroyable buffet de petit déjeuner, du thé en vrac avec un choix varié, des pancakes et des fruits, parfait . Très belle salle de petit déjeuner et chambres confortables	varier choix pancake parfait confortable the vrac fruit buffet chambre incroyable petit-dejeuner
p808	boutique	positif	l’hygiène	hygiene
n808	boutique	negatif	rien	
p809	boutique	positif	Déjeuner, personnel	dejeuner personnel
p810	boutique	positif	petit déjeuner  déco  emplacement	deco emplacement petit-dejeuner
n810	boutique	negatif	manque de place au parking	place manque parking
p811	boutique	positif	Tout a été parfait, toute l'équipe de l'hôtel a été très aimable et serviable. Très professionnel, nous y retournerons.	professionnel hotel parfait serviable aimable retourner equipe
n811	boutique	negatif	Tout a été parfait. Rien à redire.	redire parfait
p812	boutique	positif	Très bel hôtel charme, emplacement parfait et surtout personnel efficace et souriant même en période de grand afflux	hotel souriant bel personnel efficace parfait afflux grand charme periode emplacement
p813	boutique	positif	le petit dej excellent, le personnel très avenant et le hall d’accueil et le bar très agréable. très bien placé !	avenant agreable hall personnel bar excellent place accueil petit-dejeuner
p814	boutique	positif	La chambre propre, le petit déjeuner, les couloirs spacieux, le déco en général de l'hôtel, les équipes aimables et l'emplacement. Je suis vraiment satisfaite.	hotel couloir general aimable satisfait spacieux deco vraiment propre chambre equipe emplacement petit-dejeuner
n814	boutique	negatif	Juste la pression d'eau de la douche et la chasse d'eau n'étaient pas très fort.	fort pression eau douche chasse
p815	boutique	positif	Situation de l'hôtel idéale. Proche du centre mais suffisamment éloigné pour ne pas subir les inconvénients du bruit nocturne. Hôtel agréable, bien pensé et confortable.	agreable hotel subir bruit situation inconvenient penser confortable nocturne eloigne suffisamment ideal centre
n815	boutique	negatif	Chambre petite sous les toits, mon partenaire mesure 1m90 et s'est plusieurs fois cogné la tête contre le toit en pente.	mesure toit petit tete partenaire pente NUMmNUM chambre cogne
p816	boutique	positif	tous	
p817	boutique	positif	La localisation est parfaite à quelques pas du port de la Rochelle.  La chambre est bien insonorisée et l'hôtel est calme. Le petit déjeuner est complet avec beaucoup de produits fait maison, un régale !	hotel insonoriser parfait rochelle regale produit port chambre complet localisation maison petit-dejeuner calme
n817	boutique	negatif	Dommage qu'au 3 ème étage la pression de l'eau dans la douche ne soit pas assez forte.	eme NUM pression dommage etage eau forte douche
p818	boutique	positif	Très bon emplacement, agrément du parking privé en plein centre-ville qui permet de rayonner à pied aisément vers tous les centres d'intérêt.  Très bon accueil, personnel sympathique, beaucoup de charme dans la décoration, des petites attentions et un service d'étage sans reproche.	attention centre-ville centre rayonner agrement pied service sympathique aisement emplacement petit reproche charme accueil interet personnel decoration etage prive parking
n818	boutique	negatif	Je ne sais pas...	
p819	boutique	positif	L'emplacement est top. Le personnel très accueillant , l'ensemble des prestations est de qualité	personnel prestation top ensemble qualite emplacement accueillant
